1,15,3,2,26
2,2,3,1,28
3,19,5,1,19
4,5,0,1,19
5,21,4,2,20
6,16,1,4,20
7,18,0,1,22
8,8,5,1,21
9,21,3,1,23
10,19,1,2,19
11,20,4,3,25
12,13,1,3,24
13,13,1,2,24
14,17,5,1,19
15,27,3,2,23
16,21,1,1,15
17,12,4,4,26
18,6,5,1,15
19,5,2,1,21
20,13,0,3,23
21,24,2,3,28
22,13,5,1,15
23,19,4,2,15
24,8,5,1,19
25,14,2,2,16
26,12,1,1,17
27,6,2,1,13
28,28,2,1,31
29,26,0,1,24
30,16,5,2,18
31,9,2,1,14
32,19,3,2,26
33,12,0,1,21
34,4,3,3,20
35,9,1,1,12
36,12,1,2,26
37,11,1,1,19
38,11,4,1,12
39,23,4,3,17
40,23,1,1,18
41,14,0,4,23
42,29,3,4,18
43,22,1,3,22
44,16,2,1,14
45,2,3,1,25
46,10,2,3,24
47,16,2,1,20
48,24,1,2,18
49,2,1,2,20
50,8,2,1,14
51,18,1,1,16
52,19,4,2,21
53,28,0,1,15
54,15,0,3,21
55,6,3,1,15
56,3,5,2,15
57,15,4,1,30
58,0,4,2,15
59,18,5,1,18
60,27,2,2,26
61,28,3,1,23
62,6,0,1,20
63,10,0,1,14
64,20,0,1,21
65,25,4,2,21
66,13,1,4,21
67,27,3,1,21
68,27,0,1,15
69,15,2,1,19
70,7,4,1,29
71,16,5,1,16
72,22,3,1,23
73,0,4,1,17
74,19,4,1,16
75,16,4,1,24
76,9,3,1,15
77,9,5,2,16
78,21,0,1,28
79,18,1,2,22
80,21,0,2,22
81,24,2,1,12
82,8,2,1,23
83,19,0,1,23
84,16,4,1,19
85,12,4,1,21
86,11,2,1,21
87,4,2,1,23
88,23,0,2,10
89,26,3,2,18
90,14,4,3,22
91,18,3,1,23
92,13,5,1,16
93,29,3,1,16
94,11,1,3,21
95,19,5,1,19
96,18,2,1,20
97,27,1,1,20
98,27,2,1,16
99,3,2,3,18
100,12,5,1,27
101,25,3,1,29
102,28,0,1,20
103,23,1,1,25
104,17,1,1,20
105,24,1,4,18
106,26,1,1,19
107,24,2,1,15
108,0,3,2,11
109,29,1,2,11
110,5,4,4,20
111,0,4,1,19
112,23,1,1,20
113,20,3,1,12
114,10,3,1,21
115,8,4,3,15
116,29,1,1,26
117,17,3,1,12
118,8,3,1,20
119,7,1,1,22
120,21,0,1,21
121,5,4,1,22
122,9,3,1,19
123,26,1,2,22
124,22,0,2,25
125,24,2,2,24
126,23,0,2,18
127,19,2,1,14
128,12,0,1,23
129,12,5,1,14
130,5,1,4,21
131,29,4,2,22
132,19,1,1,23
133,25,1,3,24
134,2,2,2,18
135,20,3,3,21
136,10,4,1,17
137,16,5,1,16
138,6,1,1,24
139,23,5,1,20
140,15,1,1,30
141,26,5,2,19
142,3,2,1,21
143,28,1,1,19
144,11,3,2,9
145,23,2,2,24
146,19,5,3,10
147,26,0,2,15
148,16,2,1,24
149,2,0,1,21
150,23,5,1,22
151,7,3,1,16
152,7,2,3,26
153,16,5,3,15
154,2,2,1,24
155,1,0,1,32
156,15,2,1,15
157,17,3,1,23
158,9,1,1,17
159,21,5,1,14
160,6,3,1,18
161,25,4,1,14
162,4,0,1,16
163,1,5,1,16
164,18,3,1,16
165,29,3,3,21
166,1,4,1,12
167,9,2,1,26
168,24,5,2,24
169,5,3,4,19
170,6,4,3,11
171,24,0,1,10
172,7,4,3,19
173,0,4,2,12
174,12,3,1,18
175,6,3,1,20
176,3,0,1,12
177,16,1,1,19
178,28,0,1,19
179,4,2,1,18
180,21,0,1,18
181,26,0,4,20
182,12,3,3,16
183,20,5,1,25
184,24,5,1,18
185,16,5,2,18
186,23,4,1,16
187,17,1,1,20
188,22,2,1,20
189,3,2,3,19
190,1,2,1,12
191,24,3,3,27
192,7,0,1,20
193,27,2,1,21
194,9,1,1,16
195,27,4,1,20
196,13,4,1,16
197,0,3,1,15
198,29,3,1,18
199,29,1,1,17
200,16,3,2,12
201,20,5,3,21
202,9,2,2,19
203,21,1,2,13
204,19,5,2,17
205,12,2,2,17
206,16,2,1,25
207,1,4,1,16
208,24,3,1,15
209,6,2,1,18
210,18,4,1,19
211,27,4,1,18
212,2,1,2,27
213,21,4,1,27
214,5,4,1,21
215,22,0,2,16
216,20,1,1,21
217,22,4,1,19
218,10,2,1,23
219,16,4,2,16
220,26,1,1,22
221,6,5,1,17
222,10,4,1,13
223,0,4,3,22
224,6,4,1,27
225,0,4,1,13
226,6,1,3,24
227,25,2,1,14
228,8,1,1,15
229,23,5,4,9
230,16,3,2,15
231,16,2,2,18
232,27,3,1,17
233,16,2,1,23
234,0,5,1,22
235,4,4,1,20
236,25,0,1,20
237,20,0,1,15
238,0,2,1,26
239,28,5,2,17
240,12,1,1,25
241,22,4,2,26
242,20,0,1,20
243,17,3,4,22
244,14,5,3,18
245,21,0,2,31
246,23,2,3,26
247,4,0,1,11
248,4,5,1,19
249,11,2,1,19
250,21,0,2,22
251,4,2,3,19
252,23,5,1,16
253,14,1,1,23
254,6,5,1,19
255,23,3,1,20
256,9,1,1,11
257,0,1,2,19
258,28,3,1,14
259,4,0,1,25
260,7,3,3,17
261,4,1,4,18
262,10,4,1,25
263,29,0,1,16
264,28,0,2,20
265,19,1,1,15
266,13,3,1,19
267,24,3,1,19
268,23,3,1,25
269,28,5,3,15
270,12,5,1,20
271,20,4,1,17
272,3,3,1,27
273,7,4,4,12
274,15,0,1,27
275,8,1,1,36
276,21,2,1,22
277,5,5,2,27
278,23,4,1,13
279,18,0,1,20
280,22,0,2,25
281,14,0,4,22
282,1,0,1,19
283,9,4,3,16
284,26,2,1,22
285,15,5,2,16
286,9,5,2,12
287,10,3,2,26
288,2,2,4,21
289,22,5,1,23
290,16,4,1,18
291,28,2,1,21
292,1,4,1,21
293,1,1,1,21
294,26,0,2,12
295,19,4,2,16
296,13,5,3,25
297,27,3,1,17
298,26,1,4,17
299,6,2,1,16
300,3,1,1,25
301,16,4,1,12
302,2,1,3,24
303,2,3,2,23
304,1,1,1,11
305,20,3,3,21
306,22,2,2,15
307,13,4,3,14
308,23,5,4,24
309,29,5,1,20
310,25,1,1,29
311,2,3,2,18
312,0,5,1,27
313,3,3,1,26
314,15,1,1,23
315,4,4,1,23
316,17,1,2,17
317,11,5,3,21
318,18,4,3,21
319,10,5,2,25
320,5,3,3,27
321,10,1,3,16
322,16,4,2,22
323,6,5,1,23
324,13,2,1,21
325,9,3,1,9
326,21,0,1,24
327,21,4,1,18
328,22,4,2,29
329,18,4,1,25
330,10,3,2,9
331,17,3,1,16
332,4,2,1,19
333,10,3,1,15
334,23,4,3,21
335,18,0,1,32
336,17,3,3,22
337,4,4,3,20
338,7,0,1,21
339,21,3,1,12
340,28,4,1,20
341,4,4,3,11
342,3,4,3,24
343,22,5,1,17
344,27,3,1,21
345,9,2,1,18
346,6,5,1,21
347,25,5,1,17
348,25,4,1,16
349,11,2,3,29
350,2,0,1,12
351,10,3,3,18
352,17,0,2,18
353,14,5,1,28
354,5,0,3,24
355,19,4,3,19
356,27,3,3,20
357,27,1,1,19
358,9,2,1,22
359,26,0,1,29
360,21,5,4,18
361,4,2,1,16
362,0,3,1,26
